Date,anon_id,Group,Date_Depart,Depart,Date_Arrive,Arrive,Activity.Type,Time.Out,Total.Minutes,Precision
19/08/2018,P009,0,19/08/2018,7.3,19/08/2018,12.52,Foraging,5.22,322,Observed
21/08/2018,P009,0,21/08/2018,12.15,21/08/2018,16.23,Foraging,4.08,248,Observed
24/08/2018,P009,0,24/08/2018,7.01,24/08/2018,7.52,Not Foraging,0.51,51,Observed
25/08/2018,P009,0,25/08/2018,10.0,25/08/2018,16.18,Foraging,6.18,378,Observed
28/08/2018,P009,0,28/08/2018,6.42,28/08/2018,7.29,Foraging,0.47,47,Observed
01/09/2018,P009,0,01/09/2018,6.1,01/09/2018,13.02,Foraging,6.52,412,Observed
24/07/2018,P060,0,24/07/2018,8.37,24/07/2018,10.44,Not Foraging,2.07,127,Observed
24/07/2018,P060,0,24/07/2018,12.55,24/07/2018,13.29,Not Foraging,0.34,34,Observed
25/07/2018,P060,0,25/07/2018,12.55,25/07/2018,14.0,Not Foraging,1.05,65,Observed
28/07/2018,P060,0,28/07/2018,13.13,28/07/2018,17.28,Foraging,4.15,255,Observed
28/07/2018,P060,0,28/07/2018,8.29,28/07/2018,9.01,Not Foraging,0.32,32,Observed
28/07/2018,P060,0,28/07/2018,9.34,28/07/2018,9.48,Not Foraging,0.14,14,Observed
28/07/2018,P060,0,28/07/2018,10.1,28/07/2018,10.15,Not Foraging,0.05,5,Observed
30/07/2018,P060,0,30/07/2018,7.05,30/07/2018,8.59,Foraging,1.54,114,Observed
31/07/2018,P060,0,31/07/2018,7.3,31/07/2018,9.0,Foraging,1.3,63,Observed
03/08/2018,P060,0,03/08/2018,5.38,03/08/2018,6.59,Foraging,1.21,81,Observed
05/08/2018,P060,0,05/08/2018,7.11,05/08/2018,8.59,Foraging,1.48,108,Observed
08/08/2018,P060,0,08/08/2018,7.39,08/08/2018,10.23,Foraging,2.44,164,Observed
08/08/2018,P060,0,08/08/2018,14.47,08/08/2018,16.46,Foraging,1.59,119,Observed
10/08/2018,P060,0,10/08/2018,7.29,10/08/2018,9.11,Foraging,1.42,102,Observed
10/08/2018,P060,0,10/08/2018,12.29,10/08/2018,13.33,Foraging,1.04,64,Observed
12/08/2018,P060,0,12/08/2018,8.43,12/08/2018,13.35,Foraging,4.52,292,Observed
14/08/2018,P060,0,14/08/2018,13.09,14/08/2018,13.19,Foraging,0.1,1,Observed
16/08/2018,P060,0,16/08/2018,15.3,16/08/2018,17.26,Foraging,1.56,116,Observed
17/08/2018,P060,0,17/08/2018,11.57,17/08/2018,16.16,Foraging,4.19,259,Observed
25/08/2018,P060,0,25/08/2018,8.0,25/08/2018,10.35,Foraging,2.35,155,Observed
28/08/2018,P060,0,28/08/2018,8.55,28/08/2018,17.09,Foraging,8.14,494,Observed
29/08/2018,P060,0,29/08/2018,10.12,29/08/2018,10.33,Foraging,0.21,21,Observed
02/09/2018,P060,0,02/09/2018,8.16,02/09/2018,14.23,Foraging,6.07,367,Observed
24/07/2018,P028,0,24/07/2018,8.58,24/07/2018,10.48,Not Foraging,1.5,65,Observed
25/07/2018,P028,0,25/07/2018,10.54,25/07/2018,13.15,Not Foraging,2.21,141,Observed
28/07/2018,P028,0,28/07/2018,13.18,28/07/2018,13.42,Not Foraging,0.24,24,Observed
31/07/2018,P028,0,31/07/2018,13.17,31/07/2018,13.52,Not Foraging,0.35,35,Observed
31/07/2018,P028,0,31/07/2018,15.53,31/07/2018,16.22,Not Foraging,0.29,29,Observed
05/08/2018,P028,0,05/08/2018,12.54,05/08/2018,16.01,Foraging,3.07,187,Observed
05/08/2018,P028,0,05/08/2018,12.03,05/08/2018,12.4,Not Foraging,0.37,37,Observed
08/08/2018,P028,0,08/08/2018,8.37,08/08/2018,9.54,Not Foraging,1.17,77,Observed
16/08/2018,P028,0,16/08/2018,13.3,16/08/2018,14.45,Foraging,1.15,75,Observed
16/08/2018,P028,0,16/08/2018,7.34,16/08/2018,8.31,Not Foraging,0.57,57,Observed
16/08/2018,P028,0,16/08/2018,9.1,16/08/2018,9.58,Foraging,0.48,48,Observed
18/08/2018,P028,0,18/08/2018,9.24,18/08/2018,10.06,Not Foraging,0.42,42,Observed
18/08/2018,P028,0,18/08/2018,14.03,18/08/2018,14.25,Not Foraging,0.22,22,Observed
20/08/2018,P028,0,20/08/2018,7.58,20/08/2018,11.11,Foraging,3.13,193,Observed
25/08/2018,P028,0,25/08/2018,8.08,25/08/2018,8.25,Not Foraging,0.17,17,Observed
28/08/2018,P028,0,28/08/2018,8.55,28/08/2018,17.09,Foraging,8.14,494,Observed
09/08/2018,P061,0,09/08/2018,9.06,09/08/2018,9.49,Not Foraging,0.43,43,Observed
09/08/2018,P061,0,09/08/2018,11.08,09/08/2018,11.23,Foraging,0.15,15,Observed
10/08/2018,P061,0,10/08/2018,12.19,10/08/2018,13.27,Not Foraging,1.08,68,Observed
29/08/2018,P061,0,29/08/2018,14.59,29/08/2018,15.15,Foraging,0.16,16,Observed
30/08/2018,P061,0,30/08/2018,15.24,30/08/2018,15.45,Foraging,0.21,21,Observed
26/07/2018,P007,0,26/07/2018,7.29,26/07/2018,7.34,Not Foraging,0.05,5,Observed
05/08/2018,P007,0,05/08/2018,7.33,05/08/2018,8.0,Foraging,0.27,27,Observed
14/08/2018,P007,0,14/08/2018,12.0,14/08/2018,12.41,Not Foraging,0.41,41,Observed
17/08/2018,P007,0,17/08/2018,8.07,17/08/2018,8.24,Foraging,0.17,17,Observed
01/09/2018,P007,0,01/09/2018,12.14,01/09/2018,12.47,Foraging,0.33,33,Observed
10/08/2018,P038,0,10/08/2018,12.02,10/08/2018,14.51,Foraging,2.49,169,Observed
10/08/2018,P038,0,10/08/2018,7.35,10/08/2018,8.15,Foraging,0.4,4,Observed
18/08/2018,P038,0,18/08/2018,7.42,18/08/2018,8.02,Foraging,0.2,2,Observed
19/08/2018,P038,0,19/08/2018,7.41,19/08/2018,7.53,Foraging,0.12,12,Observed
20/08/2018,P038,0,20/08/2018,7.43,20/08/2018,8.07,Foraging,0.24,24,Observed
31/07/2018,P064,0,31/07/2018,12.41,31/07/2018,13.5,Foraging,1.09,69,Observed
04/08/2018,P064,0,04/08/2018,14.25,05/08/2018,13.49,Not Foraging,23.24,684,Estimated
09/08/2018,P064,0,09/08/2018,10.11,09/08/2018,10.24,Foraging,0.13,13,Observed
13/08/2018,P064,0,13/08/2018,13.19,13/08/2018,13.28,Not Foraging,0.09,9,Observed
16/08/2018,P064,0,16/08/2018,15.27,16/08/2018,15.57,Foraging,0.3,3,Observed
18/08/2018,P064,0,18/08/2018,9.17,18/08/2018,9.5,Foraging,0.33,33,Observed
21/08/2018,P064,0,21/08/2018,9.43,22/08/2018,17.44,Not Foraging,32.01,1201,Estimated
10/08/2018,P040,0,10/08/2018,10.43,10/08/2018,11.03,Foraging,0.2,2,Observed
01/09/2018,P040,0,01/09/2018,6.1,01/09/2018,11.35,Foraging,5.25,325,Observed
13/08/2018,P066,0,13/08/2018,16.4,13/08/2018,17.17,Foraging,0.37,37,Observed
22/08/2018,P066,0,22/08/2018,10.07,22/08/2018,10.47,Foraging,0.4,4,Observed
25/08/2018,P066,0,25/08/2018,9.17,25/08/2018,9.52,Foraging,0.35,35,Observed
26/08/2018,P066,0,26/08/2018,9.08,26/08/2018,9.51,Foraging,0.43,43,Observed
27/08/2018,P066,0,27/08/2018,10.17,27/08/2018,11.2,Foraging,1.03,63,Observed
23/07/2018,P048,0,23/07/2018,7.14,23/07/2018,8.38,Foraging,1.24,84,Observed
24/07/2018,P048,0,24/07/2018,6.14,24/07/2018,7.46,Foraging,1.32,92,Observed
26/07/2018,P048,0,26/07/2018,12.56,26/07/2018,15.18,Foraging,2.22,142,Observed
26/07/2018,P048,0,26/07/2018,7.29,26/07/2018,9.21,Foraging,1.52,112,Observed
28/07/2018,P048,0,28/07/2018,9.12,28/07/2018,14.04,Foraging,4.52,292,Observed
28/07/2018,P048,0,28/07/2018,14.55,28/07/2018,15.07,Foraging,0.12,12,Observed
01/08/2018,P048,0,01/08/2018,20.4,01/08/2018,2.39,Foraging,5.59,359,Observed
02/08/2018,P048,0,02/08/2018,7.31,02/08/2018,8.36,Foraging,1.05,65,Observed
03/08/2018,P048,0,03/08/2018,10.38,03/08/2018,15.39,Foraging,5.01,301,Observed
03/08/2018,P048,0,03/08/2018,16.22,03/08/2018,18.28,Foraging,2.06,126,Observed
08/08/2018,P048,0,08/08/2018,14.59,09/08/2018,13.0,Not Foraging,22.01,601,Estimated
10/08/2018,P048,0,10/08/2018,7.47,10/08/2018,9.07,Foraging,1.2,62,Observed
10/08/2018,P048,0,10/08/2018,12.39,10/08/2018,13.26,Foraging,0.47,47,Observed
13/08/2018,P048,0,13/08/2018,16.3,13/08/2018,17.17,Foraging,0.47,47,Observed
15/08/2018,P048,0,15/08/2018,20.51,15/08/2018,1.11,Foraging,4.2,242,Observed
15/08/2018,P048,0,15/08/2018,11.13,15/08/2018,12.04,Foraging,0.51,51,Observed
17/08/2018,P048,0,17/08/2018,9.15,17/08/2018,9.43,Not Foraging,0.28,28,Observed
21/08/2018,P048,0,21/08/2018,15.36,21/08/2018,17.57,Foraging,2.21,141,Observed
24/08/2018,P048,0,24/08/2018,7.4,24/08/2018,12.12,Foraging,4.32,272,Observed
24/08/2018,P048,0,24/08/2018,21.11,24/08/2018,23.36,Foraging,2.25,145,Observed
26/08/2018,P048,0,26/08/2018,4.14,26/08/2018,7.02,Foraging,2.48,168,Observed
28/08/2018,P048,0,28/08/2018,10.47,28/08/2018,13.09,Foraging,2.22,142,Observed
30/08/2018,P048,0,30/08/2018,6.47,30/08/2018,7.42,Foraging,0.55,55,Observed
23/07/2018,P069,0,23/07/2018,13.31,23/07/2018,14.42,Not Foraging,1.11,71,Observed
25/07/2018,P069,0,25/07/2018,12.38,25/07/2018,12.53,Not Foraging,0.15,15,Observed
31/07/2018,P069,0,31/07/2018,12.39,31/07/2018,12.49,Not Foraging,0.1,1,Observed
10/08/2018,P069,0,10/08/2018,9.31,10/08/2018,10.0,Not Foraging,0.29,29,Observed
14/08/2018,P069,0,14/08/2018,10.45,14/08/2018,11.32,Not Foraging,0.47,47,Observed
14/08/2018,P069,0,14/08/2018,9.05,14/08/2018,9.2,Not Foraging,0.15,15,Observed
24/08/2018,P069,0,24/08/2018,14.31,24/08/2018,14.59,Foraging,0.28,28,Observed
31/07/2018,P032,0,31/07/2018,8.14,31/07/2018,8.16,Foraging,0.02,2,Observed
06/08/2018,P032,0,06/08/2018,10.39,06/08/2018,12.23,Foraging,1.44,104,Observed
07/08/2018,P032,0,07/08/2018,8.43,07/08/2018,14.18,Foraging,5.35,335,Observed
23/07/2018,P080,0,23/07/2018,15.41,23/07/2018,15.52,,0.11,11,Observed
10/08/2018,P080,0,10/08/2018,7.41,10/08/2018,8.58,Foraging,1.17,77,Observed
19/08/2018,P080,0,19/08/2018,10.03,19/08/2018,10.54,Foraging,0.51,51,Observed
28/07/2018,P010,0,28/07/2018,16.13,28/07/2018,16.45,Not Foraging,0.32,32,Observed
06/08/2018,P010,0,06/08/2018,16.32,06/08/2018,16.56,Not Foraging,0.24,24,Observed
20/08/2018,P010,0,20/08/2018,9.44,20/08/2018,10.51,Foraging,1.07,67,Observed
24/08/2018,P010,0,24/08/2018,9.46,24/08/2018,10.03,Not Foraging,0.17,17,Observed
27/08/2018,P010,0,27/08/2018,13.35,27/08/2018,13.58,Not Foraging,0.23,23,Observed
31/07/2018,P057,0,31/07/2018,12.21,31/07/2018,16.05,Not Foraging,3.44,224,Observed
01/08/2018,P057,0,01/08/2018,6.56,01/08/2018,7.15,Not Foraging,0.19,19,Observed
03/08/2018,P057,0,03/08/2018,8.08,03/08/2018,8.29,Not Foraging,0.21,21,Observed
04/08/2018,P057,0,04/08/2018,16.1,04/08/2018,16.56,Not Foraging,0.46,46,Observed
07/08/2018,P057,0,07/08/2018,10.54,07/08/2018,16.49,Foraging,5.55,355,Observed
07/08/2018,P057,0,07/08/2018,8.39,07/08/2018,9.46,Foraging,1.07,67,Observed
09/08/2018,P057,0,09/08/2018,9.46,09/08/2018,16.53,Foraging,7.07,427,Observed
12/08/2018,P057,0,12/08/2018,8.06,12/08/2018,9.21,Not Foraging,1.15,75,Observed
16/08/2018,P057,0,16/08/2018,10.26,16/08/2018,16.51,Foraging,6.25,385,Observed
20/08/2018,P057,0,20/08/2018,9.08,20/08/2018,17.14,Foraging,8.06,486,Observed
23/08/2018,P057,0,23/08/2018,9.1,23/08/2018,10.24,Not Foraging,1.14,74,Observed
25/08/2018,P057,0,25/08/2018,9.32,25/08/2018,16.37,Foraging,7.05,425,Observed
31/08/2018,P057,0,31/08/2018,6.0,31/08/2018,13.15,Foraging,7.15,435,Observed
24/07/2018,P015,1,24/07/2018,6.08,24/07/2018,6.19,Foraging,0.11,11,Observed
26/07/2018,P015,1,26/07/2018,7.2,26/07/2018,7.41,Foraging,0.21,21,Observed
27/07/2018,P015,1,27/07/2018,7.07,27/07/2018,8.19,Foraging,1.12,72,Observed
28/07/2018,P015,1,28/07/2018,8.14,28/07/2018,8.43,Foraging,0.29,29,Observed
02/08/2018,P015,1,02/08/2018,6.23,02/08/2018,6.4,Foraging,0.17,17,Observed
04/08/2018,P015,1,04/08/2018,5.41,04/08/2018,5.59,Foraging,0.18,18,Observed
07/08/2018,P015,1,07/08/2018,6.42,07/08/2018,7.19,Foraging,0.37,37,Observed
18/08/2018,P015,1,18/08/2018,6.49,18/08/2018,7.33,Foraging,0.44,44,Observed
24/08/2018,P015,1,24/08/2018,7.1,24/08/2018,8.33,Foraging,1.23,83,Observed
23/07/2018,P059,1,23/07/2018,6.57,23/07/2018,7.42,Foraging,0.45,45,Observed
18/08/2018,P059,1,18/08/2018,6.49,18/08/2018,7.33,Foraging,0.44,44,Observed
19/08/2018,P059,1,19/08/2018,6.24,19/08/2018,7.29,Foraging,1.05,65,Observed
23/08/2018,P059,1,23/08/2018,7.16,23/08/2018,15.2,Foraging,8.04,484,Observed
25/08/2018,P059,1,25/08/2018,7.29,25/08/2018,7.44,Foraging,0.15,15,Observed
26/08/2018,P059,1,26/08/2018,6.34,26/08/2018,7.47,Foraging,1.13,73,Observed
30/08/2018,P059,1,30/08/2018,6.01,30/08/2018,6.12,Foraging,0.11,11,Observed
01/09/2018,P059,1,01/09/2018,6.39,01/09/2018,11.26,Foraging,4.47,287,Observed
02/09/2018,P059,1,02/09/2018,7.22,02/09/2018,17.21,Foraging,9.59,599,Observed
23/07/2018,P012,1,23/07/2018,7.13,23/07/2018,7.42,Foraging,0.29,29,Observed
02/09/2018,P012,1,02/09/2018,7.22,02/09/2018,8.56,Foraging,1.34,94,Observed
23/07/2018,P005,1,23/07/2018,7.13,23/07/2018,7.27,Foraging,0.14,14,Observed
23/07/2018,P074,1,23/07/2018,7.13,23/07/2018,7.42,Foraging,0.29,29,Observed
28/07/2018,P074,1,28/07/2018,8.14,28/07/2018,8.43,Foraging,0.29,29,Observed
03/08/2018,P074,1,03/08/2018,7.06,03/08/2018,8.28,Foraging,1.22,82,Observed
23/08/2018,P074,1,23/08/2018,7.15,23/08/2018,15.2,Foraging,8.05,485,Observed
26/08/2018,P074,1,26/08/2018,6.34,26/08/2018,7.47,Foraging,1.13,73,Observed
29/08/2018,P074,1,29/08/2018,7.21,29/08/2018,14.36,Foraging,7.15,435,Observed
01/09/2018,P074,1,01/09/2018,9.22,01/09/2018,10.49,Foraging,1.27,87,Observed
01/09/2018,P074,1,01/09/2018,6.42,01/09/2018,7.56,Foraging,1.14,74,Observed
02/09/2018,P074,1,02/09/2018,7.22,02/09/2018,8.56,Foraging,1.34,94,Observed
28/07/2018,P078,1,28/07/2018,8.14,28/07/2018,8.43,Foraging,0.29,29,Observed
23/07/2018,P003,1,23/07/2018,6.57,23/07/2018,7.42,Foraging,0.45,45,Observed
13/08/2018,P003,1,13/08/2018,6.51,13/08/2018,7.0,Foraging,0.09,9,Observed
14/08/2018,P003,1,14/08/2018,7.3,14/08/2018,15.52,Foraging,8.22,502,Observed
23/08/2018,P003,1,23/08/2018,7.16,23/08/2018,15.2,Foraging,8.04,484,Observed
27/08/2018,P003,1,27/08/2018,6.49,27/08/2018,12.19,Foraging,5.3,303,Observed
30/08/2018,P003,1,30/08/2018,6.01,30/08/2018,6.12,Foraging,0.11,11,Observed
01/09/2018,P003,1,01/09/2018,6.38,01/09/2018,7.56,Foraging,1.18,78,Observed
02/09/2018,P003,1,02/09/2018,7.22,02/09/2018,8.56,Foraging,1.34,94,Observed
29/08/2018,P043,1,29/08/2018,7.22,29/08/2018,17.02,Foraging,9.4,544,Observed
01/09/2018,P043,1,01/09/2018,7.48,01/09/2018,13.06,Foraging,5.18,318,Observed
09/08/2018,P049,1,09/08/2018,6.21,09/08/2018,6.38,Foraging,0.17,17,Observed
22/08/2018,P049,1,22/08/2018,2.35,22/08/2018,5.31,Foraging,2.56,176,Observed
29/08/2018,P049,1,29/08/2018,7.22,29/08/2018,17.02,Foraging,9.4,544,Observed
23/08/2018,P044,1,23/08/2018,7.15,23/08/2018,15.2,Foraging,8.05,485,Observed
01/09/2018,P044,1,01/09/2018,6.39,01/09/2018,7.56,Foraging,1.17,77,Observed
23/07/2018,P023,1,23/07/2018,7.24,23/07/2018,7.34,Foraging,0.1,1,Observed
01/09/2018,P023,1,01/09/2018,6.39,01/09/2018,7.56,Foraging,1.17,77,Observed
24/07/2018,P068,1,24/07/2018,6.08,24/07/2018,6.19,Foraging,0.11,11,Observed
26/07/2018,P068,1,26/07/2018,7.2,26/07/2018,7.41,Foraging,0.21,21,Observed
27/07/2018,P068,1,27/07/2018,7.07,27/07/2018,8.19,Foraging,1.12,72,Observed
02/08/2018,P068,1,02/08/2018,6.23,02/08/2018,6.4,Foraging,0.17,17,Observed
04/08/2018,P068,1,04/08/2018,5.41,04/08/2018,5.59,Foraging,0.18,18,Observed
07/08/2018,P068,1,07/08/2018,6.42,07/08/2018,7.19,Foraging,0.37,37,Observed
17/08/2018,P068,1,17/08/2018,6.45,17/08/2018,16.49,Not Foraging,10.04,604,Observed
18/08/2018,P068,1,18/08/2018,6.49,18/08/2018,7.33,Foraging,0.44,44,Observed
20/08/2018,P068,1,20/08/2018,7.1,20/08/2018,9.27,Foraging,2.17,137,Observed
24/08/2018,P068,1,24/08/2018,7.1,24/08/2018,8.33,Foraging,1.23,83,Observed
08/08/2018,P034,1,08/08/2018,6.36,08/08/2018,7.13,Foraging,0.37,37,Observed
12/08/2018,P034,1,12/08/2018,7.3,12/08/2018,14.19,Foraging,6.49,409,Observed
14/08/2018,P034,1,14/08/2018,7.3,14/08/2018,15.52,Foraging,8.22,502,Observed
15/08/2018,P034,1,15/08/2018,6.29,15/08/2018,17.08,Not Foraging,10.39,639,Observed
23/08/2018,P034,1,23/08/2018,7.16,23/08/2018,15.2,Foraging,8.04,484,Observed
25/08/2018,P034,1,25/08/2018,7.29,25/08/2018,7.44,Foraging,0.15,15,Observed
27/08/2018,P034,1,27/08/2018,6.49,27/08/2018,12.19,Foraging,5.3,303,Observed
01/09/2018,P034,1,01/09/2018,6.39,01/09/2018,9.01,Foraging,2.22,142,Observed
03/08/2018,P025,1,03/08/2018,7.06,03/08/2018,8.28,Foraging,1.22,82,Observed
11/08/2018,P025,1,11/08/2018,7.08,11/08/2018,13.45,Foraging,6.37,397,Observed
25/07/2018,P051,1,25/07/2018,8.08,25/07/2018,13.15,Foraging,5.07,307,Observed
31/07/2018,P051,1,31/07/2018,6.39,31/07/2018,6.55,Not Foraging,0.16,16,Observed
12/08/2018,P051,1,12/08/2018,7.3,12/08/2018,14.49,Foraging,7.19,439,Observed
14/08/2018,P051,1,14/08/2018,7.37,14/08/2018,15.52,Foraging,8.15,495,Observed
29/08/2018,P051,1,29/08/2018,7.21,29/08/2018,16.19,Foraging,8.58,538,Observed
28/08/2018,P046,1,28/08/2018,6.56,28/08/2018,16.53,Foraging,9.57,597,Observed
25/07/2018,P039,1,25/07/2018,8.08,25/07/2018,13.15,Foraging,5.07,307,Observed
28/08/2018,P039,1,28/08/2018,6.56,28/08/2018,16.53,Foraging,9.57,597,Observed
29/08/2018,P039,1,29/08/2018,7.16,29/08/2018,16.19,Foraging,9.03,543,Observed
01/09/2018,P052,1,01/09/2018,7.48,01/09/2018,13.31,Foraging,5.43,343,Observed
29/08/2018,P050,1,29/08/2018,7.13,29/08/2018,14.39,Foraging,7.26,446,Observed
29/07/2018,P073,1,29/07/2018,6.4,29/07/2018,6.53,Not Foraging,0.13,13,Observed
29/08/2018,P073,1,29/08/2018,7.13,29/08/2018,14.37,Foraging,7.24,444,Observed
17/08/2018,P019,1,17/08/2018,6.45,17/08/2018,16.49,Not Foraging,10.04,604,Observed
29/07/2018,P042,1,29/07/2018,6.4,29/07/2018,6.49,Not Foraging,0.09,9,Observed
08/08/2018,P042,1,08/08/2018,6.35,08/08/2018,7.18,Foraging,0.43,43,Observed
20/08/2018,P042,1,20/08/2018,7.09,20/08/2018,9.27,Foraging,2.18,138,Observed
24/08/2018,P042,1,24/08/2018,7.15,24/08/2018,8.45,Foraging,1.3,63,Observed
29/07/2018,P020,1,29/07/2018,6.4,29/07/2018,6.53,Not Foraging,0.13,13,Observed
30/07/2018,P020,1,30/07/2018,6.3,30/07/2018,6.53,Foraging,0.23,23,Observed
31/07/2018,P020,1,31/07/2018,6.39,31/07/2018,6.53,Not Foraging,0.14,14,Observed
09/08/2018,P020,1,09/08/2018,6.21,09/08/2018,6.38,Foraging,0.17,17,Observed
12/08/2018,P020,1,12/08/2018,7.3,12/08/2018,14.19,Foraging,6.49,409,Observed
13/08/2018,P020,1,13/08/2018,6.51,13/08/2018,7.0,Foraging,0.09,9,Observed
27/08/2018,P020,1,27/08/2018,6.47,27/08/2018,12.19,Foraging,5.32,332,Observed
29/08/2018,P020,1,29/08/2018,7.19,29/08/2018,17.02,Foraging,9.43,583,Observed
31/08/2018,P020,1,31/08/2018,6.34,31/08/2018,7.07,Not Foraging,0.33,33,Observed
16/08/2018,P006,1,16/08/2018,6.51,16/08/2018,8.24,Foraging,1.33,93,Observed
23/08/2018,P029,1,23/08/2018,7.15,23/08/2018,12.47,Foraging,5.32,332,Observed
23/08/2018,P009,1,23/08/2018,7.11,23/08/2018,12.47,Foraging,5.36,336,Observed
31/08/2018,P009,1,31/08/2018,6.34,31/08/2018,7.07,Not Foraging,0.33,33,Observed
22/08/2018,P061,1,22/08/2018,2.35,22/08/2018,5.31,Foraging,2.56,176,Observed
21/08/2018,P007,1,21/08/2018,6.5,21/08/2018,7.08,Foraging,0.18,18,Observed
23/08/2018,P007,1,23/08/2018,7.18,23/08/2018,15.2,Foraging,8.02,482,Observed
21/08/2018,P038,1,21/08/2018,6.5,21/08/2018,7.08,Foraging,0.18,18,Observed
29/08/2018,P038,1,29/08/2018,7.16,29/08/2018,14.36,Foraging,7.2,422,Observed
19/08/2018,P064,1,19/08/2018,6.24,19/08/2018,7.29,Foraging,1.05,65,Observed
24/08/2018,P064,1,24/08/2018,7.11,24/08/2018,7.59,Foraging,0.48,48,Observed
25/08/2018,P064,1,25/08/2018,7.29,25/08/2018,7.44,Foraging,0.15,15,Observed
26/08/2018,P064,1,26/08/2018,6.34,26/08/2018,7.47,Foraging,1.13,73,Observed
30/08/2018,P064,1,30/08/2018,6.01,30/08/2018,6.12,Foraging,0.11,11,Observed
01/09/2018,P064,1,01/09/2018,9.22,01/09/2018,11.28,Foraging,2.06,126,Observed
02/09/2018,P064,1,02/09/2018,7.22,02/09/2018,17.21,Foraging,9.59,599,Observed
02/09/2018,P040,1,02/09/2018,7.22,02/09/2018,8.56,Foraging,1.34,94,Observed
23/08/2018,P066,1,23/08/2018,7.11,23/08/2018,15.2,Foraging,8.09,489,Observed
30/08/2018,P066,1,30/08/2018,6.01,30/08/2018,6.12,Foraging,0.11,11,Observed
01/09/2018,P066,1,01/09/2018,6.39,01/09/2018,11.28,Foraging,4.49,289,Observed
01/08/2018,P048,1,01/08/2018,6.56,01/08/2018,16.02,Not Foraging,9.06,546,Observed
05/08/2018,P048,1,05/08/2018,6.46,06/08/2018,19.46,Not Foraging,37.0,1500,Estimated
11/08/2018,P048,1,11/08/2018,7.08,11/08/2018,13.45,Foraging,6.37,397,Observed
16/08/2018,P048,1,16/08/2018,6.51,16/08/2018,8.24,Foraging,1.33,93,Observed
29/07/2018,P069,1,29/07/2018,6.4,29/07/2018,6.49,Not Foraging,0.09,9,Observed
31/07/2018,P069,1,31/07/2018,6.39,31/07/2018,6.53,Not Foraging,0.14,14,Observed
01/08/2018,P069,1,01/08/2018,6.57,01/08/2018,16.02,Not Foraging,9.05,545,Observed
05/08/2018,P069,1,05/08/2018,6.46,06/08/2018,19.46,Not Foraging,37.0,1500,Estimated
29/08/2018,P069,1,29/08/2018,7.4,29/08/2018,17.02,Foraging,9.22,562,Observed
31/08/2018,P069,1,31/08/2018,6.34,31/08/2018,7.07,Not Foraging,0.33,33,Observed
23/07/2018,P080,1,23/07/2018,6.57,23/07/2018,7.42,Foraging,0.45,45,Observed
25/07/2018,P080,1,25/07/2018,8.08,25/07/2018,13.15,Foraging,5.07,307,Observed
29/07/2018,P080,1,29/07/2018,6.4,29/07/2018,6.49,Not Foraging,0.09,9,Observed
01/08/2018,P080,1,01/08/2018,6.57,01/08/2018,16.02,Not Foraging,9.05,545,Observed
05/08/2018,P080,1,05/08/2018,6.46,05/08/2018,8.5,Not Foraging,2.04,124,Observed
06/08/2018,P080,1,06/08/2018,6.11,06/08/2018,7.4,Foraging,1.29,89,Observed
14/08/2018,P080,1,14/08/2018,7.3,14/08/2018,15.52,Foraging,8.22,502,Observed
15/08/2018,P080,1,15/08/2018,6.29,15/08/2018,17.08,Not Foraging,10.39,639,Observed
27/08/2018,P080,1,27/08/2018,6.49,27/08/2018,12.19,Foraging,5.3,303,Observed
30/08/2018,P080,1,30/08/2018,6.01,30/08/2018,6.12,Foraging,0.11,11,Observed
01/09/2018,P080,1,01/09/2018,6.4,01/09/2018,9.01,Foraging,2.21,141,Observed
30/07/2018,P010,1,30/07/2018,6.3,30/07/2018,6.53,Foraging,0.23,23,Observed
06/08/2018,P010,1,06/08/2018,6.11,06/08/2018,7.4,Foraging,1.29,89,Observed
09/08/2018,P010,1,09/08/2018,6.21,09/08/2018,6.38,Foraging,0.17,17,Observed
14/08/2018,P010,1,14/08/2018,7.3,14/08/2018,15.52,Foraging,8.22,502,Observed
15/08/2018,P010,1,15/08/2018,6.29,15/08/2018,17.08,Not Foraging,10.39,639,Observed
27/08/2018,P010,1,27/08/2018,6.47,27/08/2018,12.19,Foraging,5.32,332,Observed
30/08/2018,P010,1,30/08/2018,6.01,30/08/2018,8.23,Foraging,2.22,142,Observed
01/09/2018,P010,1,01/09/2018,7.48,01/09/2018,13.06,Foraging,5.18,318,Observed
19/08/2018,P058,1,19/08/2018,6.24,19/08/2018,7.29,Foraging,1.05,65,Observed
23/08/2018,P058,1,23/08/2018,7.16,23/08/2018,15.2,Foraging,8.04,484,Observed
14/08/2018,P047,1,14/08/2018,7.3,14/08/2018,15.52,Foraging,8.22,502,Observed
23/08/2018,P047,1,23/08/2018,7.16,23/08/2018,15.2,Foraging,8.04,484,Observed
23/07/2018,P015,2,23/07/2018,7.0,23/07/2018,7.38,Foraging,0.38,38,Observed
30/07/2018,P015,2,30/07/2018,6.37,30/07/2018,18.52,Not Foraging,12.15,735,Observed
31/07/2018,P015,2,31/07/2018,6.51,31/07/2018,8.35,Foraging,1.44,104,Observed
01/08/2018,P015,2,01/08/2018,7.27,01/08/2018,7.48,Foraging,0.21,21,Observed
05/08/2018,P015,2,05/08/2018,6.45,05/08/2018,9.41,Not Foraging,2.56,176,Observed
